"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_10045",5992,"ssDNA","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,8,29,523,1562,969,105,57,35,212,1307,688,36,853,945,528,2011,1580,1312,737,465,374,1673,1491,1370
"DNA_vOTU_3038",5991,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Rhizobiales","Methylobacteriaceae",NA,"WIsH","Singleton",NA,NA,NA,NA,NA,43,47,76,315,426,233,52,32,26,395,1149,102,62,59,20,136,308,134,29,21,29,218,230,69
"DNA_vOTU_4002",5991,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",4,2,0,2,4,0,2,1,0,0,5,1,423,235,0,0,0,96,119,7,1,1,5,3122
"DNA_vOTU_6221",5990,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,4,16,181,342,9,9,8,2,48,435,12,2,54,174,76,523,454,101,54,48,54,517,400,104
"DNA_vOTU_1218",5989,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,104,4,2,7,0,172,17,10,0,2,0,212,0,0,0,0,0,2,0,0,0,1,0,2
"DNA_vOTU_4003",5989,"ssDNA","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",2,1,2,0,2,5,0,0,1,3,0,0,329,190,2,1,1,92,105,20,3,0,3,2612
"DNA_vOTU_9530",5989,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Mycobacteriaceae","Mycobacterium","WIsH","Clustered",479,0,"NO","SUBSURFACE",NA,1862,520,123,256,289,519,450,2307,45,159,365,209,571,378,119,188,329,794,425,261,30,134,300,538
"DNA_vOTU_5653",5987,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Outlier",NA,NA,"YES",NA,NA,67,81,313,634,664,206,101,65,56,467,504,106,331,425,204,793,816,694,345,216,144,424,599,829
"DNA_vOTU_8323",5987,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE",NA,1,5,112,59,63,10,4,2,55,75,24,3,218,151,83,208,322,461,187,98,41,108,186,399
"DNA_vOTU_203",5986,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae","Salinispora","CRISPR spacer (database)","Outlier",NA,NA,"YES",NA,NA,540,282,108,105,104,587,221,198,34,35,162,38,90,45,47,36,46,94,68,12,18,27,39,60
"DNA_vOTU_1427",5986,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",890,0,"NO","SUBSURFACE",NA,499,342,56,194,273,541,708,621,18,38,1172,226,49,45,27,28,31,78,50,26,25,18,14,81
"DNA_vOTU_6505",5986,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,3,2,0,0,2,2,0,0,2,2,0,1,0,0,0,209,0,0,0,1,2,0,0
"DNA_vOTU_7704",5986,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Outlier",NA,NA,"YES",NA,"SUBSURFACE",6,2,2,19,9,9,6,4,2,3,13,4,623,1218,1,9,134,228,159,137,3,43,58,200
"DNA_vOTU_4004",5985,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",525,0,"NO",NA,"SUBSURFACE",2,5,6,2,6,0,0,0,0,2,0,0,270,153,0,0,0,74,77,11,1,0,5,1942
"DNA_vOTU_5795",5985,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,322,482,53,143,250,297,394,457,21,48,156,196,20,27,40,55,32,19,18,22,17,10,21,22
"DNA_vOTU_8450",5985,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",1547,0,"NO","SUBSURFACE",NA,85,127,100,332,660,453,299,58,36,93,3212,561,73,40,47,43,57,148,15,32,32,17,33,127
"DNA_vOTU_9938",5984,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,245,342,155,215,209,332,321,383,101,203,366,292,312,295,176,320,324,449,168,143,146,117,224,276
"DNA_vOTU_7699",5983,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",665,0,"NO",NA,"SUBSURFACE",3,2,4,44,15,5,6,0,3,16,19,4,406,303,3,291,981,748,469,171,1,597,892,1120
"DNA_vOTU_9211",5982,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",2,1,5,7,2,2,0,0,2,2,1,0,199,268,0,0,145,136,175,40,1,0,9,248
"DNA_vOTU_8289",5981,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Singleton",NA,NA,NA,NA,NA,22,27,50,64,315,63,19,9,73,33,16,4,9,13,11,14,18,14,6,6,8,8,6,14
"DNA_vOTU_3870",5980,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,169,174,414,1399,1799,757,195,356,212,757,1713,322,824,866,334,838,1650,2292,887,579,412,595,887,1885
"DNA_vOTU_7370",5979,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1627,0,"NO",NA,NA,0,12,108,1458,311,81,81,19,46,851,325,58,7,16,0,24,16,13,1,0,2,1,18,7
"DNA_vOTU_7778",5979,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",423,0,"NO","SURFACE",NA,14,70,850,150,90,22,15,5,497,329,24,4,494,662,1148,2595,561,650,385,332,393,702,337,583
"DNA_vOTU_1401",5978,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",500,0,"NO",NA,"SUBSURFACE",5,5,4,7,6,6,6,0,4,1,2,1,140,70,1,56,732,450,320,333,1,323,466,587
"DNA_vOTU_1428",5978,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,34,40,48,433,4009,1164,61,50,10,26,1213,285,16,12,16,12,34,44,17,33,16,6,14,46
"DNA_vOTU_5654",5978,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Outlier",NA,NA,"YES",NA,NA,98,82,69,351,181,131,127,49,21,186,154,59,40,23,16,94,130,47,26,10,10,60,88,22
"DNA_vOTU_8451",5978,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,751,910,53,122,388,576,830,1030,10,46,231,292,17,28,7,18,22,11,8,5,14,10,22,16
"DNA_vOTU_4005",5977,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1221,0,"NO",NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,130,46,2,2,0,22,33,3,1,0,2,978
"DNA_vOTU_7779",5977,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1620,0,"NO",NA,"SURFACE",3,7,33,5,21,10,4,3,6,6,12,5,4,11,334,36,7,9,5,10,189,40,4,5
"DNA_vOTU_8318",5976,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,714,528,6,7,236,709,783,975,2,0,6,225,3,2,2,0,5,1,4,6,0,2,1,4
"DNA_vOTU_9061",5976,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","WIsH","Singleton",NA,NA,NA,NA,NA,4,57,2610,2388,3318,20,1,16,1737,704,2094,3,0,1,1,1,1,0,0,4,15,2,1,1
"DNA_vOTU_10046",5976,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",5,2,4,9,5,6,0,2,0,0,3,1,32,25,4,244,22,32,19,13,4,167,2,51
"DNA_vOTU_1117",5975,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,308,202,86,51,117,223,293,190,112,26,243,176,19,20,6,10,18,41,15,11,18,4,12,13
"DNA_vOTU_3034",5975,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1406,0,"NO","SUBSURFACE",NA,208,503,9,111,66,453,495,436,0,59,56,64,0,3,0,0,0,2,1,4,1,2,2,2
"DNA_vOTU_8621",5975,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE","SURFACE",94,151,944,444,307,116,80,133,914,266,309,56,217,502,1783,529,472,322,287,358,1406,376,354,294
"DNA_vOTU_8452",5974,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,319,565,18,151,162,1000,733,668,3,50,116,207,8,14,2,8,3,2,5,12,4,3,3,3
"DNA_vOTU_4006",5973,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","BetaPseudomonadota",NA,NA,NA,"WIsH","Singleton",NA,NA,NA,NA,"SUBSURFACE",0,3,0,7,2,4,0,1,1,1,0,0,224,148,0,0,0,66,89,14,1,2,4,2042
"DNA_vOTU_6584",5973,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",3,4,34,209,44,9,3,1,12,115,30,4,457,364,21,656,1243,773,575,235,14,1151,1238,629
"DNA_vOTU_7634",5973,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE",NA,7,15,55,25,37,31,7,5,29,34,5,4,79,122,43,376,386,250,48,43,21,303,222,133
"DNA_vOTU_6203",5972,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",576,0,"NO",NA,"SUBSURFACE",2,1,1,19,0,1,0,2,1,1,2,1,121,305,0,0,5,104,116,88,3,6,17,113
"DNA_vOTU_222",5971,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES",NA,NA,NA,NA,NA,NA,"Clustered",1191,0,"NO",NA,NA,13,3,73,350,324,22,5,0,28,163,126,3,289,290,96,469,648,947,670,115,60,409,445,738
"DNA_vOTU_4261",5971,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Singleton",NA,NA,NA,NA,"SUBSURFACE",23,31,53,31,75,52,22,11,14,8,33,20,153,205,12,32,24,389,225,83,7,8,43,123
"DNA_vOTU_424",5970,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",1,5,8,4,7,10,0,0,0,1,1,8,302,223,5,132,855,573,768,142,0,571,758,575
"DNA_vOTU_6075",5970,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,265,348,59,110,138,342,312,533,33,32,80,123,13,12,39,22,38,4,13,10,27,30,32,16
"DNA_vOTU_2406",5969,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE","SURFACE",2,6,86,8,17,13,8,2,92,0,8,0,4,27,330,7,16,4,14,8,344,22,6,1
"DNA_vOTU_2259",5968,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",949,0,"NO",NA,NA,4,6,55,943,253,47,34,10,17,547,190,31,15,10,4,18,11,4,0,5,2,8,13,6
"DNA_vOTU_4147",5968,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",14870,6529,30,587,1242,5298,9671,6561,18,192,4475,3465,166,89,16,85,154,616,151,73,16,41,193,264
"DNA_vOTU_8177",5968,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Outlier",NA,NA,"YES","SUBSURFACE",NA,1606,2440,88,130,170,267,866,2119,32,33,121,67,30,17,28,27,41,44,14,15,35,26,39,37
"DNA_vOTU_5444",5966,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",2253,898,32,841,501,1246,1633,1107,22,537,1444,628,173,120,21,290,379,284,266,88,12,250,295,210
"DNA_vOTU_5998",5966,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",3,3,12,21,24,12,5,2,2,21,7,5,412,292,0,22,40,192,148,124,0,37,12,84
"DNA_vOTU_7648",5966,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,2,9,49,176,62,3,4,0,16,115,26,4,237,232,43,494,308,321,142,79,34,316,442,320
"DNA_vOTU_5203",5965,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,75,113,19,15,29,50,97,217,7,7,5,27,10,4,10,12,4,5,8,2,7,8,6,7
"DNA_vOTU_5284",5965,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Desulfobacterales","Desulfobulbaceae","Desulfotalea","WIsH","Singleton",NA,NA,NA,NA,"SUBSURFACE",7,6,2,2,3,1,4,2,0,2,1,1,228,141,0,4,1,52,89,4,4,2,4,1533
"DNA_vOTU_4007",5964,"dsDNAphage","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",525,0,"NO",NA,"SUBSURFACE",0,2,2,1,3,2,0,0,0,0,0,1,248,138,0,1,1,59,71,8,0,0,5,1645
"DNA_vOTU_4008",5964,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",457,0,"NO",NA,"SUBSURFACE",0,0,2,2,6,0,0,0,0,2,2,0,146,49,0,0,2,19,48,7,0,0,1,938
"DNA_vOTU_4148",5964,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,13,17,30,23,37,20,26,3,8,12,16,9,70,52,13,8,17,238,167,100,10,9,25,145
"DNA_vOTU_8821",5963,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SURFACE",226,277,208,135,186,390,348,311,128,79,113,160,82,79,149,122,96,68,62,51,114,84,82,59
"DNA_vOTU_1577",5962,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,4,12,112,1000,400,14,10,4,66,567,88,8,348,216,84,173,178,324,173,184,20,75,152,281
"DNA_vOTU_6761",5962,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Curtobacterium","WIsH","Singleton",NA,NA,NA,"SURFACE","SURFACE",64,75,281,84,144,125,70,23,100,106,38,26,352,228,400,288,115,331,200,129,204,136,130,234
"DNA_vOTU_7259",5961,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1760,0,"NO","SUBSURFACE","SUBSURFACE",2439,1371,52,1090,918,1388,2144,1594,28,711,3134,999,188,137,10,225,470,388,307,121,25,196,358,327
"DNA_vOTU_7636",5961,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",0,2,4,1,0,1,0,2,0,2,3,0,101,25,0,0,211,231,0,2,0,2,0,131
"DNA_vOTU_9380",5961,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kutzneria","WIsH","Singleton",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9056",5960,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","WIsH","Singleton",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_8816",5959,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",2,4,6,0,5,2,0,0,1,1,0,0,56,122,3014,272,257,78,42,13,2526,76,41,31
"DNA_vOTU_10028",5957,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",4,11,18,12,29,28,14,7,9,5,11,6,245,108,6,12,6,48,66,11,2,2,9,1480
"DNA_vOTU_1175",5956,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",369,0,"NO","SUBSURFACE","SUBSURFACE",2280,782,55,490,410,899,1426,884,20,295,1233,517,103,62,22,138,169,177,204,47,11,180,160,121
"DNA_vOTU_3084",5956,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",17,17,28,401,63,26,6,17,2,69,75,8,804,380,2,44,157,2830,1325,342,5,7,611,1857
"DNA_vOTU_8996",5956,"dsDNAphage","Medium-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",884,0,"NO","SURFACE","SURFACE",7,55,1463,3,2564,5,12,11,460,2,5,2,0,0,1,0,0,3,0,1,4,1,0,0
"DNA_vOTU_4009",5955,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",588,0,"NO",NA,"SUBSURFACE",28,26,69,122,124,76,48,22,20,48,69,25,216,113,22,49,119,471,93,71,12,41,145,317
"DNA_vOTU_9403",5955,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptosporangiaceae","Nonomuraea","WIsH","Clustered",465,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_7637",5954,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",3,1,1,7,10,7,3,1,4,5,3,0,65,81,2,10,229,137,37,39,2,5,137,81
"DNA_vOTU_9293",5954,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1708,0,"NO",NA,NA,6,11,17,10,26,25,25,231,11,10,3,3,5,3,5,5,5,6,2,7,6,2,1,8
"DNA_vOTU_10048",5954,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,5,9,35,9,23,17,10,0,6,39,10,0,76,128,31,200,65,61,115,102,27,182,108,77
"DNA_vOTU_2816",5953,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE",NA,20,31,359,96,111,90,44,34,163,82,147,42,421,543,474,1773,614,412,855,1146,810,871,424,712
"DNA_vOTU_651",5952,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1720,0,"NO",NA,NA,5,4,11,1,205,51,24,2,4,0,254,61,2,2,0,0,47,4,0,1,2,0,5,25
"DNA_vOTU_4328",5952,"ssDNA","Medium-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,1341,69,2,349,107,1586,117,219,0,158,2665,90,3,0,1,0,5,10,1,0,0,0,2,0
"DNA_vOTU_9626",5952,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",10,7,29,139,73,23,6,2,3,184,120,8,272,133,4,30,366,184,56,191,5,59,242,115
"DNA_vOTU_2998",5951,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Clustered",355,0,"NO",NA,NA,478,542,1495,1314,665,392,497,983,863,1571,816,257,1301,1685,1282,2461,1331,1662,1296,983,1360,1130,1205,2070
"DNA_vOTU_3743",5951,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,753,593,573,2177,3258,2148,918,1402,230,1783,4132,992,1140,954,403,924,1482,2289,846,543,412,509,993,1767
"DNA_vOTU_3578",5950,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,838,469,11,7,13,658,79,91,2,3,72,324,4,3,3,6,4,5,0,3,2,3,1,1
"DNA_vOTU_7253",5950,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","WIsH","Outlier",NA,NA,"YES",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_3934",5949,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",429,0,"NO","SUBSURFACE",NA,226,351,429,1665,2227,1050,415,724,145,968,3940,689,911,1016,435,2045,2434,2440,1230,625,281,1417,2150,2300
"DNA_vOTU_6626",5948,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,1827,1145,779,4423,6990,5510,2470,3345,336,1959,11524,3036,3493,2952,1073,3969,6033,8509,3128,1885,1185,3132,4129,6049
"DNA_vOTU_4010",5947,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",0,4,4,2,10,2,1,0,1,2,0,2,283,134,2,2,0,52,60,8,1,0,4,1678
"DNA_vOTU_4901",5947,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE","SUBSURFACE",40,44,27,149,65,90,103,18,3,106,40,21,1436,1130,10,143,434,1019,628,490,2,185,302,707
"DNA_vOTU_8591",5947,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",448,0,"NO",NA,NA,1,21,295,775,394,9,3,8,106,710,191,3,222,241,133,576,463,356,190,131,85,437,493,332
"DNA_vOTU_9996",5947,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","GammaPseudomonadota","Acidifierrobacteriales","Acidifierrobacteriaceae","Sulfurifustis","WIsH","Clustered",1254,0,"NO",NA,NA,18,23,56,35,58,34,16,5,13,12,16,10,11,14,15,198,9,6,2,4,5,7,9,5
"DNA_vOTU_8453",5946,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",843,0,"NO","SUBSURFACE",NA,1185,1512,297,333,694,1045,1101,6694,156,417,710,421,445,323,145,185,277,508,249,256,218,135,199,393
"DNA_vOTU_4150",5945,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1237,0,"NO",NA,"SUBSURFACE",6,6,14,27,13,5,0,0,18,2,0,1,70,95,1,183,57,609,149,22,6,84,198,592
"DNA_vOTU_6000",5945,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",25,21,38,36,27,28,20,6,4,10,22,4,228,332,8,13,13,18,227,303,10,8,3,272
