sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage1_R_100_16_scaffold_8803_Wadjet_II_115	Wadjet	Wadjet_II	Sage1_R_100_16_scaffold_8803_3	Sage1_R_100_16_scaffold_8803_6	Sage1_R_100_16_scaffold_8803_3,Sage1_R_100_16_scaffold_8803_4,Sage1_R_100_16_scaffold_8803_5,Sage1_R_100_16_scaffold_8803_6	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_113_16_scaffold_10953_PsyrTA_67	PsyrTA	PsyrTA	Sage1_R_113_16_scaffold_10953_12	Sage1_R_113_16_scaffold_10953_13	Sage1_R_113_16_scaffold_10953_12,Sage1_R_113_16_scaffold_10953_13	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_R_113_16_scaffold_1444_AVAST_III_164	AVAST	AVAST_III	Sage1_R_113_16_scaffold_1444_33	Sage1_R_113_16_scaffold_1444_34	Sage1_R_113_16_scaffold_1444_33,Sage1_R_113_16_scaffold_1444_34	2	Avs3A,Avs3B
Sage1_R_113_16_scaffold_153244_Septu_17	Septu	Septu	Sage1_R_113_16_scaffold_153244_2	Sage1_R_113_16_scaffold_153244_3	Sage1_R_113_16_scaffold_153244_2,Sage1_R_113_16_scaffold_153244_3	2	PtuA,PtuB
Sage1_R_113_16_scaffold_2171_PsyrTA_68	PsyrTA	PsyrTA	Sage1_R_113_16_scaffold_2171_12	Sage1_R_113_16_scaffold_2171_13	Sage1_R_113_16_scaffold_2171_12,Sage1_R_113_16_scaffold_2171_13	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_R_113_16_scaffold_2473_DarTG_2	DarTG	DarTG	Sage1_R_113_16_scaffold_2473_19	Sage1_R_113_16_scaffold_2473_20	Sage1_R_113_16_scaffold_2473_19,Sage1_R_113_16_scaffold_2473_20	2	DarG,DarT
Sage1_R_113_16_scaffold_25332_DarTG_3	DarTG	DarTG	Sage1_R_113_16_scaffold_25332_4	Sage1_R_113_16_scaffold_25332_5	Sage1_R_113_16_scaffold_25332_4,Sage1_R_113_16_scaffold_25332_5	2	DarT,DarG
Sage1_R_113_16_scaffold_2934_Wadjet_II_117	Wadjet	Wadjet_II	Sage1_R_113_16_scaffold_2934_2	Sage1_R_113_16_scaffold_2934_5	Sage1_R_113_16_scaffold_2934_2,Sage1_R_113_16_scaffold_2934_3,Sage1_R_113_16_scaffold_2934_4,Sage1_R_113_16_scaffold_2934_5	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_113_16_scaffold_3144_Septu_25	Septu	Septu	Sage1_R_113_16_scaffold_3144_29	Sage1_R_113_16_scaffold_3144_30	Sage1_R_113_16_scaffold_3144_29,Sage1_R_113_16_scaffold_3144_30	2	PtuA,HNH_TIGR02646
Sage1_R_113_16_scaffold_47628_Septu_18	Septu	Septu	Sage1_R_113_16_scaffold_47628_9	Sage1_R_113_16_scaffold_47628_10	Sage1_R_113_16_scaffold_47628_9,Sage1_R_113_16_scaffold_47628_10	2	PtuA,PtuB
Sage1_R_113_16_scaffold_686_Septu_19	Septu	Septu	Sage1_R_113_16_scaffold_686_24	Sage1_R_113_16_scaffold_686_25	Sage1_R_113_16_scaffold_686_24,Sage1_R_113_16_scaffold_686_25	2	PtuA,PtuB
Sage1_R_113_16_scaffold_875_AVAST_IV_166	AVAST	AVAST_IV	Sage1_R_113_16_scaffold_875_27	Sage1_R_113_16_scaffold_875_27	Sage1_R_113_16_scaffold_875_27	1	Avs4A
Sage1_R_60_16_scaffold_1334_Wadjet_II_119	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_1334_9	Sage1_R_60_16_scaffold_1334_12	Sage1_R_60_16_scaffold_1334_9,Sage1_R_60_16_scaffold_1334_10,Sage1_R_60_16_scaffold_1334_11,Sage1_R_60_16_scaffold_1334_12	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_60_16_scaffold_1937_PsyrTA_69	PsyrTA	PsyrTA	Sage1_R_60_16_scaffold_1937_5	Sage1_R_60_16_scaffold_1937_6	Sage1_R_60_16_scaffold_1937_5,Sage1_R_60_16_scaffold_1937_6	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_R_60_16_scaffold_3353_Wadjet_II_121	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_3353_16	Sage1_R_60_16_scaffold_3353_20	Sage1_R_60_16_scaffold_3353_16,Sage1_R_60_16_scaffold_3353_17,Sage1_R_60_16_scaffold_3353_19,Sage1_R_60_16_scaffold_3353_20	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_R_60_16_scaffold_5_Wadjet_II_41	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_5_207	Sage1_R_60_16_scaffold_5_210	Sage1_R_60_16_scaffold_5_207,Sage1_R_60_16_scaffold_5_208,Sage1_R_60_16_scaffold_5_209,Sage1_R_60_16_scaffold_5_210	4	JetD_II,JetA_II,JetB_II,JetC_II
Sage1_R_60_16_scaffold_5_Wadjet_I_40	Wadjet	Wadjet_I	Sage1_R_60_16_scaffold_5_223	Sage1_R_60_16_scaffold_5_226	Sage1_R_60_16_scaffold_5_223,Sage1_R_60_16_scaffold_5_224,Sage1_R_60_16_scaffold_5_225,Sage1_R_60_16_scaffold_5_226	4	JetA_I,JetB_I,JetC_I,JetD_I
Sage1_R_60_16_scaffold_6473_PsyrTA_70	PsyrTA	PsyrTA	Sage1_R_60_16_scaffold_6473_5	Sage1_R_60_16_scaffold_6473_6	Sage1_R_60_16_scaffold_6473_5,Sage1_R_60_16_scaffold_6473_6	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_R_60_16_scaffold_69_Wadjet_II_123	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_69_66	Sage1_R_60_16_scaffold_69_68	Sage1_R_60_16_scaffold_69_66,Sage1_R_60_16_scaffold_69_67,Sage1_R_60_16_scaffold_69_68	3	JetA_II,JetC_II,JetD_II
Sage1_R_60_16_scaffold_7110_Wadjet_II_125	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_7110_10	Sage1_R_60_16_scaffold_7110_13	Sage1_R_60_16_scaffold_7110_10,Sage1_R_60_16_scaffold_7110_11,Sage1_R_60_16_scaffold_7110_12,Sage1_R_60_16_scaffold_7110_13	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage1_R_60_16_scaffold_75_PsyrTA_71	PsyrTA	PsyrTA	Sage1_R_60_16_scaffold_75_2	Sage1_R_60_16_scaffold_75_3	Sage1_R_60_16_scaffold_75_2,Sage1_R_60_16_scaffold_75_3	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_R_60_16_scaffold_76_Wadjet_I_43	Wadjet	Wadjet_I	Sage1_R_60_16_scaffold_76_22	Sage1_R_60_16_scaffold_76_27	Sage1_R_60_16_scaffold_76_22,Sage1_R_60_16_scaffold_76_23,Sage1_R_60_16_scaffold_76_25,Sage1_R_60_16_scaffold_76_26,Sage1_R_60_16_scaffold_76_27	5	JetD_I,JetC_I,JetC_I,JetB_I,JetA_I
Sage1_R_60_16_scaffold_894_Wadjet_II_127	Wadjet	Wadjet_II	Sage1_R_60_16_scaffold_894_50	Sage1_R_60_16_scaffold_894_53	Sage1_R_60_16_scaffold_894_50,Sage1_R_60_16_scaffold_894_51,Sage1_R_60_16_scaffold_894_52,Sage1_R_60_16_scaffold_894_53	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_80_16_scaffold_119_PsyrTA_72	PsyrTA	PsyrTA	Sage1_R_80_16_scaffold_119_32	Sage1_R_80_16_scaffold_119_33	Sage1_R_80_16_scaffold_119_32,Sage1_R_80_16_scaffold_119_33	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_R_80_16_scaffold_1672_DarTG_4	DarTG	DarTG	Sage1_R_80_16_scaffold_1672_13	Sage1_R_80_16_scaffold_1672_15	Sage1_R_80_16_scaffold_1672_13,Sage1_R_80_16_scaffold_1672_14,Sage1_R_80_16_scaffold_1672_15	3	DarT,DarG,DarT
Sage1_R_80_16_scaffold_185_PsyrTA_73	PsyrTA	PsyrTA	Sage1_R_80_16_scaffold_185_24	Sage1_R_80_16_scaffold_185_25	Sage1_R_80_16_scaffold_185_24,Sage1_R_80_16_scaffold_185_25	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage1_R_80_16_scaffold_2306_DarTG_5	DarTG	DarTG	Sage1_R_80_16_scaffold_2306_3	Sage1_R_80_16_scaffold_2306_4	Sage1_R_80_16_scaffold_2306_3,Sage1_R_80_16_scaffold_2306_4	2	DarG,DarT
Sage1_R_80_16_scaffold_3098_ShosTA_74	ShosTA	ShosTA	Sage1_R_80_16_scaffold_3098_6	Sage1_R_80_16_scaffold_3098_8	Sage1_R_80_16_scaffold_3098_6,Sage1_R_80_16_scaffold_3098_7,Sage1_R_80_16_scaffold_3098_8	3	ShosTA_ShosA,ShosTA_ShosT,ShosTA_ShosA
Sage1_R_80_16_scaffold_339_Wadjet_II_129	Wadjet	Wadjet_II	Sage1_R_80_16_scaffold_339_31	Sage1_R_80_16_scaffold_339_34	Sage1_R_80_16_scaffold_339_31,Sage1_R_80_16_scaffold_339_32,Sage1_R_80_16_scaffold_339_33,Sage1_R_80_16_scaffold_339_34	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_80_16_scaffold_34464_DarTG_6	DarTG	DarTG	Sage1_R_80_16_scaffold_34464_4	Sage1_R_80_16_scaffold_34464_5	Sage1_R_80_16_scaffold_34464_4,Sage1_R_80_16_scaffold_34464_5	2	DarT,DarG
Sage1_R_80_16_scaffold_3950_Wadjet_III_27	Wadjet	Wadjet_III	Sage1_R_80_16_scaffold_3950_7	Sage1_R_80_16_scaffold_3950_10	Sage1_R_80_16_scaffold_3950_7,Sage1_R_80_16_scaffold_3950_8,Sage1_R_80_16_scaffold_3950_10	3	JetD_III,JetC_III,JetA_III
Sage1_R_80_16_scaffold_45352_PsyrTA_75	PsyrTA	PsyrTA	Sage1_R_80_16_scaffold_45352_3	Sage1_R_80_16_scaffold_45352_4	Sage1_R_80_16_scaffold_45352_3,Sage1_R_80_16_scaffold_45352_4	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage1_R_80_16_scaffold_5143_DarTG_7	DarTG	DarTG	Sage1_R_80_16_scaffold_5143_10	Sage1_R_80_16_scaffold_5143_11	Sage1_R_80_16_scaffold_5143_10,Sage1_R_80_16_scaffold_5143_11	2	DarG,DarT
Sage1_R_80_16_scaffold_6921_Wadjet_II_131	Wadjet	Wadjet_II	Sage1_R_80_16_scaffold_6921_4	Sage1_R_80_16_scaffold_6921_7	Sage1_R_80_16_scaffold_6921_4,Sage1_R_80_16_scaffold_6921_5,Sage1_R_80_16_scaffold_6921_6,Sage1_R_80_16_scaffold_6921_7	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage1_R_80_16_scaffold_81_PsyrTA_76	PsyrTA	PsyrTA	Sage1_R_80_16_scaffold_81_25	Sage1_R_80_16_scaffold_81_26	Sage1_R_80_16_scaffold_81_25,Sage1_R_80_16_scaffold_81_26	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage2_L_100_16_scaffold_2396_ShosTA_77	ShosTA	ShosTA	Sage2_L_100_16_scaffold_2396_21	Sage2_L_100_16_scaffold_2396_22	Sage2_L_100_16_scaffold_2396_21,Sage2_L_100_16_scaffold_2396_22	2	ShosTA_ShosA,ShosTA_ShosT
Sage2_L_100_16_scaffold_25542_ShosTA_78	ShosTA	ShosTA	Sage2_L_100_16_scaffold_25542_5	Sage2_L_100_16_scaffold_25542_7	Sage2_L_100_16_scaffold_25542_5,Sage2_L_100_16_scaffold_25542_7	2	ShosTA_ShosT,ShosTA_ShosA
Sage2_L_100_16_scaffold_4387_PsyrTA_79	PsyrTA	PsyrTA	Sage2_L_100_16_scaffold_4387_3	Sage2_L_100_16_scaffold_4387_7	Sage2_L_100_16_scaffold_4387_3,Sage2_L_100_16_scaffold_4387_7	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage2_L_100_16_scaffold_47768_Wadjet_II_133	Wadjet	Wadjet_II	Sage2_L_100_16_scaffold_47768_1	Sage2_L_100_16_scaffold_47768_3	Sage2_L_100_16_scaffold_47768_1,Sage2_L_100_16_scaffold_47768_2,Sage2_L_100_16_scaffold_47768_3	3	JetC_II,JetB_II,JetA_II
Sage2_L_115_16_scaffold_48_Septu_20	Septu	Septu	Sage2_L_115_16_scaffold_48_41	Sage2_L_115_16_scaffold_48_42	Sage2_L_115_16_scaffold_48_41,Sage2_L_115_16_scaffold_48_42	2	PtuB,PtuA
Sage2_L_115_16_scaffold_6_PsyrTA_80	PsyrTA	PsyrTA	Sage2_L_115_16_scaffold_6_102	Sage2_L_115_16_scaffold_6_103	Sage2_L_115_16_scaffold_6_102,Sage2_L_115_16_scaffold_6_103	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage2_L_115_16_scaffold_8396_AVAST_II_171	AVAST	AVAST_II	Sage2_L_115_16_scaffold_8396_14	Sage2_L_115_16_scaffold_8396_14	Sage2_L_115_16_scaffold_8396_14	1	Avs2A
Sage2_L_20_16_scaffold_10034_PsyrTA_81	PsyrTA	PsyrTA	Sage2_L_20_16_scaffold_10034_4	Sage2_L_20_16_scaffold_10034_5	Sage2_L_20_16_scaffold_10034_4,Sage2_L_20_16_scaffold_10034_5	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage2_L_20_16_scaffold_70102_Wadjet_II_135	Wadjet	Wadjet_II	Sage2_L_20_16_scaffold_70102_1	Sage2_L_20_16_scaffold_70102_3	Sage2_L_20_16_scaffold_70102_1,Sage2_L_20_16_scaffold_70102_2,Sage2_L_20_16_scaffold_70102_3	3	JetA_II,JetB_II,JetC_II
Sage2_L_40_16_scaffold_1267_Wadjet_II_137	Wadjet	Wadjet_II	Sage2_L_40_16_scaffold_1267_15	Sage2_L_40_16_scaffold_1267_18	Sage2_L_40_16_scaffold_1267_15,Sage2_L_40_16_scaffold_1267_16,Sage2_L_40_16_scaffold_1267_17,Sage2_L_40_16_scaffold_1267_18	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_L_40_16_scaffold_133_DarTG_8	DarTG	DarTG	Sage2_L_40_16_scaffold_133_14	Sage2_L_40_16_scaffold_133_16	Sage2_L_40_16_scaffold_133_14,Sage2_L_40_16_scaffold_133_15,Sage2_L_40_16_scaffold_133_16	3	DarG,DarT,DarG
Sage2_L_40_16_scaffold_1844_Wadjet_I_45	Wadjet	Wadjet_I	Sage2_L_40_16_scaffold_1844_3	Sage2_L_40_16_scaffold_1844_6	Sage2_L_40_16_scaffold_1844_3,Sage2_L_40_16_scaffold_1844_4,Sage2_L_40_16_scaffold_1844_5,Sage2_L_40_16_scaffold_1844_6	4	JetD_I,JetC_I,JetB_I,JetA_I
Sage2_L_60_16_scaffold_206_AVAST_IV_167	AVAST	AVAST_IV	Sage2_L_60_16_scaffold_206_59	Sage2_L_60_16_scaffold_206_59	Sage2_L_60_16_scaffold_206_59	1	Avs4A
Sage2_L_60_16_scaffold_2298_Wadjet_III_29	Wadjet	Wadjet_III	Sage2_L_60_16_scaffold_2298_15	Sage2_L_60_16_scaffold_2298_18	Sage2_L_60_16_scaffold_2298_15,Sage2_L_60_16_scaffold_2298_16,Sage2_L_60_16_scaffold_2298_18	3	JetD_III,JetC_III,JetA_III
Sage2_L_60_16_scaffold_5707_ShosTA_82	ShosTA	ShosTA	Sage2_L_60_16_scaffold_5707_1	Sage2_L_60_16_scaffold_5707_2	Sage2_L_60_16_scaffold_5707_1,Sage2_L_60_16_scaffold_5707_2	2	ShosTA_ShosT,ShosTA_ShosA
Sage2_L_60_16_scaffold_915_Wadjet_II_139	Wadjet	Wadjet_II	Sage2_L_60_16_scaffold_915_3	Sage2_L_60_16_scaffold_915_5	Sage2_L_60_16_scaffold_915_3,Sage2_L_60_16_scaffold_915_4,Sage2_L_60_16_scaffold_915_5	3	JetC_II,JetB_II,JetA_II
Sage2_L_80_16_scaffold_12890_Wadjet_II_47	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_12890_1	Sage2_L_80_16_scaffold_12890_4	Sage2_L_80_16_scaffold_12890_1,Sage2_L_80_16_scaffold_12890_2,Sage2_L_80_16_scaffold_12890_3,Sage2_L_80_16_scaffold_12890_4	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_L_80_16_scaffold_1319_ShosTA_83	ShosTA	ShosTA	Sage2_L_80_16_scaffold_1319_5	Sage2_L_80_16_scaffold_1319_6	Sage2_L_80_16_scaffold_1319_5,Sage2_L_80_16_scaffold_1319_6	2	ShosTA_ShosT,ShosTA_ShosA
Sage2_L_80_16_scaffold_140_Septu_21	Septu	Septu	Sage2_L_80_16_scaffold_140_85	Sage2_L_80_16_scaffold_140_86	Sage2_L_80_16_scaffold_140_85,Sage2_L_80_16_scaffold_140_86	2	PtuB,PtuA
Sage2_L_80_16_scaffold_23416_DarTG_9	DarTG	DarTG	Sage2_L_80_16_scaffold_23416_5	Sage2_L_80_16_scaffold_23416_6	Sage2_L_80_16_scaffold_23416_5,Sage2_L_80_16_scaffold_23416_6	2	DarT,DarG
Sage2_L_80_16_scaffold_268_Septu_22	Septu	Septu	Sage2_L_80_16_scaffold_268_16	Sage2_L_80_16_scaffold_268_17	Sage2_L_80_16_scaffold_268_16,Sage2_L_80_16_scaffold_268_17	2	PtuB,PtuA
Sage2_L_80_16_scaffold_302_AVAST_IV_168	AVAST	AVAST_IV	Sage2_L_80_16_scaffold_302_5	Sage2_L_80_16_scaffold_302_5	Sage2_L_80_16_scaffold_302_5	1	Avs4A
Sage2_L_80_16_scaffold_30366_ShosTA_84	ShosTA	ShosTA	Sage2_L_80_16_scaffold_30366_2	Sage2_L_80_16_scaffold_30366_3	Sage2_L_80_16_scaffold_30366_2,Sage2_L_80_16_scaffold_30366_3	2	ShosTA_ShosA,ShosTA_ShosT
Sage2_L_80_16_scaffold_3428_PsyrTA_85	PsyrTA	PsyrTA	Sage2_L_80_16_scaffold_3428_23	Sage2_L_80_16_scaffold_3428_24	Sage2_L_80_16_scaffold_3428_23,Sage2_L_80_16_scaffold_3428_24	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage2_L_80_16_scaffold_361_Wadjet_I_49	Wadjet	Wadjet_I	Sage2_L_80_16_scaffold_361_42	Sage2_L_80_16_scaffold_361_45	Sage2_L_80_16_scaffold_361_42,Sage2_L_80_16_scaffold_361_43,Sage2_L_80_16_scaffold_361_44,Sage2_L_80_16_scaffold_361_45	4	JetA_I,JetB_I,JetC_I,JetD_I
Sage2_L_80_16_scaffold_39745_Wadjet_II_141	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_39745_1	Sage2_L_80_16_scaffold_39745_3	Sage2_L_80_16_scaffold_39745_1,Sage2_L_80_16_scaffold_39745_2,Sage2_L_80_16_scaffold_39745_3	3	JetC_II,JetB_II,JetA_II
Sage2_L_80_16_scaffold_4950_Gao_RL_12	Gao_RL	Gao_RL	Sage2_L_80_16_scaffold_4950_5	Sage2_L_80_16_scaffold_4950_12	Sage2_L_80_16_scaffold_4950_5,Sage2_L_80_16_scaffold_4950_7,Sage2_L_80_16_scaffold_4950_9,Sage2_L_80_16_scaffold_4950_11,Sage2_L_80_16_scaffold_4950_12	5	RL_D,RL_C,RL_B,RL_A,RL_A
Sage2_L_80_16_scaffold_55168_PsyrTA_86	PsyrTA	PsyrTA	Sage2_L_80_16_scaffold_55168_1	Sage2_L_80_16_scaffold_55168_2	Sage2_L_80_16_scaffold_55168_1,Sage2_L_80_16_scaffold_55168_2	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage2_L_80_16_scaffold_5862_Wadjet_II_143	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_5862_4	Sage2_L_80_16_scaffold_5862_7	Sage2_L_80_16_scaffold_5862_4,Sage2_L_80_16_scaffold_5862_5,Sage2_L_80_16_scaffold_5862_6,Sage2_L_80_16_scaffold_5862_7	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage2_L_80_16_scaffold_64624_Wadjet_II_145	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_64624_1	Sage2_L_80_16_scaffold_64624_3	Sage2_L_80_16_scaffold_64624_1,Sage2_L_80_16_scaffold_64624_2,Sage2_L_80_16_scaffold_64624_3	3	JetA_II,JetB_II,JetC_II
Sage2_L_80_16_scaffold_6795_Septu_23	Septu	Septu	Sage2_L_80_16_scaffold_6795_7	Sage2_L_80_16_scaffold_6795_8	Sage2_L_80_16_scaffold_6795_7,Sage2_L_80_16_scaffold_6795_8	2	PtuA,PtuB
Sage2_L_80_16_scaffold_8337_Wadjet_II_147	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_8337_3	Sage2_L_80_16_scaffold_8337_6	Sage2_L_80_16_scaffold_8337_3,Sage2_L_80_16_scaffold_8337_4,Sage2_L_80_16_scaffold_8337_5,Sage2_L_80_16_scaffold_8337_6	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_L_80_16_scaffold_909_Wadjet_II_149	Wadjet	Wadjet_II	Sage2_L_80_16_scaffold_909_23	Sage2_L_80_16_scaffold_909_26	Sage2_L_80_16_scaffold_909_23,Sage2_L_80_16_scaffold_909_24,Sage2_L_80_16_scaffold_909_25,Sage2_L_80_16_scaffold_909_26	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_L_80_16_scaffold_96652_AVAST_IV_169	AVAST	AVAST_IV	Sage2_L_80_16_scaffold_96652_1	Sage2_L_80_16_scaffold_96652_2	Sage2_L_80_16_scaffold_96652_1,Sage2_L_80_16_scaffold_96652_2	2	Avs4A,Avs4A
Sage2_R_100_16_scaffold_1647_Wadjet_II_151	Wadjet	Wadjet_II	Sage2_R_100_16_scaffold_1647_10	Sage2_R_100_16_scaffold_1647_13	Sage2_R_100_16_scaffold_1647_10,Sage2_R_100_16_scaffold_1647_11,Sage2_R_100_16_scaffold_1647_12,Sage2_R_100_16_scaffold_1647_13	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_R_100_16_scaffold_3141_Wadjet_II_153	Wadjet	Wadjet_II	Sage2_R_100_16_scaffold_3141_4	Sage2_R_100_16_scaffold_3141_7	Sage2_R_100_16_scaffold_3141_4,Sage2_R_100_16_scaffold_3141_5,Sage2_R_100_16_scaffold_3141_6,Sage2_R_100_16_scaffold_3141_7	4	JetD_II,JetC_II,JetB_II,JetA_II
Sage2_R_100_16_scaffold_644_Wadjet_II_155	Wadjet	Wadjet_II	Sage2_R_100_16_scaffold_644_5	Sage2_R_100_16_scaffold_644_8	Sage2_R_100_16_scaffold_644_5,Sage2_R_100_16_scaffold_644_6,Sage2_R_100_16_scaffold_644_7,Sage2_R_100_16_scaffold_644_8	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage2_R_100_16_scaffold_6581_DarTG_10	DarTG	DarTG	Sage2_R_100_16_scaffold_6581_1	Sage2_R_100_16_scaffold_6581_2	Sage2_R_100_16_scaffold_6581_1,Sage2_R_100_16_scaffold_6581_2	2	DarT,DarG
Sage2_R_20_16_scaffold_9803_Wadjet_II_157	Wadjet	Wadjet_II	Sage2_R_20_16_scaffold_9803_1	Sage2_R_20_16_scaffold_9803_5	Sage2_R_20_16_scaffold_9803_1,Sage2_R_20_16_scaffold_9803_2,Sage2_R_20_16_scaffold_9803_3,Sage2_R_20_16_scaffold_9803_4,Sage2_R_20_16_scaffold_9803_5	5	JetA_II,JetB_II,JetB_II,JetC_II,JetD_II
Sage2_R_60_16_scaffold_1313_Septu_24	Septu	Septu	Sage2_R_60_16_scaffold_1313_5	Sage2_R_60_16_scaffold_1313_6	Sage2_R_60_16_scaffold_1313_5,Sage2_R_60_16_scaffold_1313_6	2	PtuB,PtuA
Sage2_R_60_16_scaffold_14870_PsyrTA_87	PsyrTA	PsyrTA	Sage2_R_60_16_scaffold_14870_3	Sage2_R_60_16_scaffold_14870_4	Sage2_R_60_16_scaffold_14870_3,Sage2_R_60_16_scaffold_14870_4	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage2_R_60_16_scaffold_35731_Wadjet_I_50	Wadjet	Wadjet_I	Sage2_R_60_16_scaffold_35731_3	Sage2_R_60_16_scaffold_35731_6	Sage2_R_60_16_scaffold_35731_3,Sage2_R_60_16_scaffold_35731_4,Sage2_R_60_16_scaffold_35731_5,Sage2_R_60_16_scaffold_35731_6	4	JetD_I,JetC_I,JetC_I,JetB_I
Sage2_R_60_16_scaffold_37_PsyrTA_13	PsyrTA	PsyrTA	Sage2_R_60_16_scaffold_37_27	Sage2_R_60_16_scaffold_37_28	Sage2_R_60_16_scaffold_37_27,Sage2_R_60_16_scaffold_37_28	2	PsyrTA_PsyrA,PsyrTA_PsyrT
Sage2_R_60_16_scaffold_39_ShosTA_88	ShosTA	ShosTA	Sage2_R_60_16_scaffold_39_47	Sage2_R_60_16_scaffold_39_51	Sage2_R_60_16_scaffold_39_47,Sage2_R_60_16_scaffold_39_49,Sage2_R_60_16_scaffold_39_51	3	ShosTA_ShosT,ShosTA_ShosA,ShosTA_ShosT
Sage2_R_60_16_scaffold_731_Dsr_II_172	Dsr	Dsr_II	Sage2_R_60_16_scaffold_731_35	Sage2_R_60_16_scaffold_731_35	Sage2_R_60_16_scaffold_731_35	1	Dsr2
Sage2_R_60_16_scaffold_770_PsyrTA_89	PsyrTA	PsyrTA	Sage2_R_60_16_scaffold_770_27	Sage2_R_60_16_scaffold_770_28	Sage2_R_60_16_scaffold_770_27,Sage2_R_60_16_scaffold_770_28	2	PsyrTA_PsyrT,PsyrTA_PsyrA
Sage2_R_60_16_scaffold_8599_DarTG_11	DarTG	DarTG	Sage2_R_60_16_scaffold_8599_3	Sage2_R_60_16_scaffold_8599_4	Sage2_R_60_16_scaffold_8599_3,Sage2_R_60_16_scaffold_8599_4	2	DarG,DarT
Sage2_R_80_16_scaffold_3391_Wadjet_II_159	Wadjet	Wadjet_II	Sage2_R_80_16_scaffold_3391_12	Sage2_R_80_16_scaffold_3391_15	Sage2_R_80_16_scaffold_3391_12,Sage2_R_80_16_scaffold_3391_13,Sage2_R_80_16_scaffold_3391_14,Sage2_R_80_16_scaffold_3391_15	4	JetA_II,JetB_II,JetC_II,JetD_II
Sage2_R_80_16_scaffold_3771_Wadjet_II_161	Wadjet	Wadjet_II	Sage2_R_80_16_scaffold_3771_32	Sage2_R_80_16_scaffold_3771_35	Sage2_R_80_16_scaffold_3771_32,Sage2_R_80_16_scaffold_3771_33,Sage2_R_80_16_scaffold_3771_34,Sage2_R_80_16_scaffold_3771_35	4	JetC_II,JetB_II,JetA_II,JetD_II
Sage2_R_80_16_scaffold_68_Wadjet_I_52	Wadjet	Wadjet_I	Sage2_R_80_16_scaffold_68_8	Sage2_R_80_16_scaffold_68_11	Sage2_R_80_16_scaffold_68_8,Sage2_R_80_16_scaffold_68_9,Sage2_R_80_16_scaffold_68_10,Sage2_R_80_16_scaffold_68_11	4	JetA_I,JetB_I,JetC_I,JetD_I
Sage2_R_80_16_scaffold_9757_Wadjet_II_163	Wadjet	Wadjet_II	Sage2_R_80_16_scaffold_9757_4	Sage2_R_80_16_scaffold_9757_7	Sage2_R_80_16_scaffold_9757_4,Sage2_R_80_16_scaffold_9757_5,Sage2_R_80_16_scaffold_9757_6,Sage2_R_80_16_scaffold_9757_7	4	JetC_II,JetC_II,JetB_II,JetA_II
Sage1_L_60_16_scaffold_7631_PARIS_II_merge_9	Rst_PARIS	PARIS_II_merge	Sage1_L_60_16_scaffold_7631_10	Sage1_L_60_16_scaffold_7631_10	Sage1_L_60_16_scaffold_7631_10	1	AAA_21_DUF4435
