TARGET	PFAM	LOCUS	E-VAL	SCORE	BIAS	DESCRIPTION
Phage_integrase	PF00589.22	SAGEDEP_094624	4.30E-11	33.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_094650	1.00E-10	32.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_094740	8.60E-15	45.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_094838	3.60E-09	27.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_095161	3.60E-13	40.6	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_095192	2.20E-14	44.7	0.3	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_095192	2.00E-13	41.3	0.9	Transposase DDE domain
Resolvase	PF00239.21	SAGEDEP_095402	2.20E-30	96.7	0.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_095402	3.30E-28	89.2	0	Recombinase
rve	PF00665.26	SAGEDEP_095408	1.10E-27	87.6	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_095410	1.50E-21	68	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_095410	1.90E-16	51.4	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_095416	1.50E-32	103.6	5.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_095416	1.30E-25	80.9	0.1	Recombinase
DDE_Tnp_1	PF01609.21	SAGEDEP_095420	2.90E-14	44.1	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_095434	1.50E-10	32	0.4	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_095517	1.50E-41	132.9	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_095517	1.00E-12	39.4	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_095542	2.90E-28	89.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_095543	2.30E-20	64	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_095544	4.90E-34	108.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_095713	3.80E-39	125.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_095966	3.10E-18	57.1	0	Phage integrase family
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_096076	4.10E-18	56.2	0	DDE_Tnp_1-associated
Phage_integrase	PF00589.22	SAGEDEP_096182	4.50E-30	95.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013486	4.00E-24	76.2	2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013502	3.30E-21	66.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013516	2.80E-20	63.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_013581	2.20E-27	86.6	0	Integrase core domain
DDE_Tnp_IS240	PF13610.6	SAGEDEP_013581	8.20E-11	33.2	0	DDE domain
Phage_integrase	PF00589.22	SAGEDEP_013627	6.90E-26	82	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013732	1.30E-11	35.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013923	1.30E-26	84.3	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013949	4.90E-29	92.2	0.5	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013982	3.50E-14	43.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013983	4.70E-22	69.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013984	1.70E-32	103.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013985	8.50E-23	71.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013986	1.20E-18	58.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013987	5.30E-29	92.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014091	9.10E-33	104.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014092	5.90E-20	62.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014093	3.40E-22	69.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014094	1.80E-27	87.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014095	4.40E-20	63.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014096	4.40E-34	108.7	0	Phage integrase family
rve	PF00665.26	SAGEDEP_014325	9.40E-14	42.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_014390	2.70E-09	28	0	Phage integrase family
rve	PF00665.26	SAGEDEP_014404	1.20E-12	39	0	Integrase core domain
DDE_3	PF13358.6	SAGEDEP_014409	5.50E-13	39.8	0	DDE superfamily endonuclease
Resolvase	PF00239.21	SAGEDEP_014598	1.20E-21	68.3	4.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_014598	4.30E-18	56.7	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_014634	6.40E-24	75.6	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_014640	9.00E-22	68.7	0.3	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_014640	1.70E-13	41.9	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_014701	3.00E-35	112.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_014702	2.80E-11	34.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_014710	7.40E-47	150.1	1.6	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_014710	1.20E-19	61.7	0	Recombinase
Recombinase	PF07508.13	SAGEDEP_014711	5.40E-15	46.7	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_014711	7.50E-10	30	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_014790	8.80E-17	52.3	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_014936	1.10E-16	52.2	0.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_014936	5.50E-13	40.2	0	Recombinase
rve	PF00665.26	SAGEDEP_014965	4.00E-25	79.3	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_014993	2.90E-20	63.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015037	2.70E-12	37.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015125	8.70E-28	88.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015132	2.40E-28	90	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015178	8.10E-11	32.9	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_015247	1.00E-40	130.1	0.5	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_015262	1.30E-43	139.7	0.9	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015452	3.70E-42	134.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015453	3.70E-30	95.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015454	2.20E-26	83.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015455	2.20E-33	106.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015548	1.30E-33	107.2	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015549	8.30E-19	58.9	0	Phage integrase family
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_015552	2.60E-12	37.9	0	Transposase
rve	PF00665.26	SAGEDEP_015579	1.90E-18	57.8	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_015583	2.40E-34	109.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_015786	1.70E-16	51.4	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_015931	8.90E-23	72	1.6	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_015931	9.90E-14	42.6	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_015956	1.00E-10	32.6	0.1	Phage integrase family
DDE_Tnp_Tn3	PF01526.17	SAGEDEP_015987	2.30E-30	96.4	0	Tn3 transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_016003	3.20E-21	66.8	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_016008	1.40E-08	25.9	1.9	Transposase DDE domain
Recombinase	PF07508.13	SAGEDEP_016045	3.30E-11	34.6	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_016076	3.40E-29	92.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_016077	7.30E-20	62.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_016138	1.30E-21	68.1	2.7	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_016138	4.50E-18	56.6	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_115843	1.60E-15	48.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_115861	1.30E-16	51.8	0	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_115872	6.80E-56	180.6	0	Transposase IS66 family
rve	PF00665.26	SAGEDEP_115915	3.30E-33	105.4	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_115970	9.30E-21	65.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116132	6.30E-12	36.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116208	5.00E-25	79.2	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116295	6.10E-28	88.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116303	7.40E-11	33	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116380	4.50E-19	59.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116517	1.60E-20	64.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116539	1.20E-17	55.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116542	4.70E-32	102.1	1.8	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116640	1.80E-12	38.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_116659	3.10E-13	40.8	0	Phage integrase family
rve	PF00665.26	SAGEDEP_116873	1.10E-16	52.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_116953	3.10E-23	73.4	0	Phage integrase family
DDE_Tnp_IS1	PF03400.13	SAGEDEP_116998	3.00E-12	38	0.1	IS1 transposase
DDE_Tnp_4	PF13359.6	SAGEDEP_117008	1.40E-19	61.3	0	DDE superfamily endonuclease
Phage_integrase	PF00589.22	SAGEDEP_117055	9.40E-24	75	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117087	1.30E-31	100.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_117320	3.00E-11	34.5	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_117324	3.50E-21	66.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117409	8.20E-28	88.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_117471	7.60E-19	59.2	0.1	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_117473	5.60E-25	79	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_117605	1.20E-37	120.6	0.1	Transposase DDE domain
DDE_Tnp_4	PF13359.6	SAGEDEP_117605	1.50E-12	38.4	0.1	DDE superfamily endonuclease
DDE_Tnp_1_3	PF13612.6	SAGEDEP_117605	6.10E-10	30.2	0	Transposase DDE domain
DDE_Tnp_1_6	PF13751.6	SAGEDEP_117605	1.60E-09	29	0.2	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_117693	5.80E-15	46.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117777	2.40E-26	83.5	0	Phage integrase family
Y1_Tnp	PF01797.16	SAGEDEP_117811	8.10E-38	120.2	0.1	Transposase IS200 like
Phage_integrase	PF00589.22	SAGEDEP_117862	5.90E-13	39.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117882	1.10E-13	42.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117924	1.00E-34	110.7	0.5	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117954	1.40E-36	116.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_117966	1.20E-25	81.1	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118036	3.10E-17	53.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118037	1.20E-33	107.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118044	2.10E-22	70.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118087	1.10E-16	52	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118088	2.90E-11	34.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118092	7.60E-10	29.8	0.2	Phage integrase family
DDE_Tnp_IS1	PF03400.13	SAGEDEP_118163	2.00E-08	25.6	0.3	IS1 transposase
Y1_Tnp	PF01797.16	SAGEDEP_118413	5.60E-13	40.1	0	Transposase IS200 like
Phage_integrase	PF00589.22	SAGEDEP_118420	5.00E-35	111.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118421	1.90E-21	67.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118422	1.10E-28	91.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118424	4.20E-17	53.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_118528	6.90E-45	143.7	0.1	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_118535	9.40E-12	36.2	1.6	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_118539	1.50E-19	61.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_118589	2.60E-21	67.2	0.9	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_118589	8.80E-14	42.8	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_118658	1.50E-18	58.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118713	3.00E-19	60.3	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118717	4.20E-32	102.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_118718	1.50E-20	64.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152331	1.20E-32	104	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152354	1.60E-19	61.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152369	1.80E-34	109.9	0.1	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_152481	2.30E-49	159.2	0.1	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_152484	1.30E-29	94.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152500	1.00E-16	52.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152515	5.90E-16	49.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152522	8.90E-22	68.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_152526	2.00E-19	60.9	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_152555	7.10E-33	104.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152556	2.60E-10	31.3	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152620	7.30E-30	94.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152640	4.60E-25	79.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152653	2.10E-19	60.9	0.4	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_152655	7.80E-30	94.8	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_152655	2.20E-16	51.2	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_152657	4.50E-37	118.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152658	7.50E-21	65.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152659	9.30E-25	78.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152702	4.90E-28	89	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152703	1.00E-24	78.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152704	6.30E-38	121.2	0	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_152707	6.00E-10	29.9	0	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_152712	7.50E-11	33	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152735	2.30E-24	77	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152786	7.70E-28	88.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152854	8.10E-35	111	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152855	2.10E-19	60.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152856	5.80E-26	82.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_152858	7.80E-23	72.1	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_152858	1.20E-09	29.5	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_152884	3.70E-28	89.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_152974	1.40E-26	84.3	0.6	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_153009	4.90E-28	89	0.9	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_153009	2.50E-13	41.3	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_153038	1.60E-49	158.7	0.1	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_153101	7.60E-28	88.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_153131	6.10E-27	85.4	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_153139	3.40E-14	43.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_153171	3.50E-16	50.4	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_153181	6.40E-28	88.7	4	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_153210	2.00E-23	74	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_153224	1.10E-18	58.5	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_153264	2.40E-50	161.6	0	Phage integrase family
Y1_Tnp	PF01797.16	SAGEDEP_153279	6.00E-43	136.8	0	Transposase IS200 like
Resolvase	PF00239.21	SAGEDEP_153321	1.20E-19	61.8	0	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_153372	2.70E-13	41.2	0.1	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_153378	1.50E-13	41.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_153409	3.20E-16	50.5	1.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_153495	4.30E-36	115.2	0.3	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_153513	5.90E-22	69.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_153534	1.90E-21	67.6	1.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_153534	1.50E-17	54.9	0.1	Recombinase
DDE_Tnp_1_6	PF13751.6	SAGEDEP_153539	4.00E-09	27.8	0.2	Transposase DDE domain
Y1_Tnp	PF01797.16	SAGEDEP_153598	3.30E-15	47.3	0.1	Transposase IS200 like
Phage_integrase	PF00589.22	SAGEDEP_153612	3.10E-15	47.3	0	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_153614	2.40E-09	27.9	0	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_153702	6.20E-25	78.9	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_153733	1.30E-18	58.4	0.5	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_153733	9.10E-12	35.9	1.3	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_153775	2.80E-33	106.1	0	Phage integrase family
rve	PF00665.26	SAGEDEP_153787	1.20E-11	35.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_153807	1.30E-23	74.5	0	Integrase core domain
DDE_Tnp_IS1595	PF12762.7	SAGEDEP_153874	1.40E-34	110.3	0	ISXO2-like transposase domain
Phage_integrase	PF00589.22	SAGEDEP_010905	5.80E-13	39.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_010966	6.90E-10	29.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_010969	7.50E-26	81.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011054	1.80E-35	113.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011121	3.10E-20	63.6	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_011144	6.70E-38	121	0.9	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_011144	8.50E-23	71.8	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_011240	1.20E-20	64.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011241	3.20E-27	86.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011242	7.10E-20	62.4	0	Phage integrase family
Y1_Tnp	PF01797.16	SAGEDEP_011246	3.40E-09	27.8	0.1	Transposase IS200 like
Resolvase	PF00239.21	SAGEDEP_011378	2.50E-11	34.8	0.7	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_011465	1.60E-09	28.9	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_011490	1.80E-23	74.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011517	1.80E-10	31.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_011687	1.70E-10	31.9	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_011910	5.40E-18	56.4	0	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_011911	5.10E-40	127.9	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_011911	8.20E-20	62.2	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_011948	3.70E-24	76.4	0	Phage integrase family
rve	PF00665.26	SAGEDEP_011988	1.90E-18	57.8	0.1	Integrase core domain
DDE_Tnp_1_6	PF13751.6	SAGEDEP_012086	4.20E-21	66.5	0	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_012086	1.30E-12	38.8	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_012321	2.00E-23	74	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_012498	5.40E-45	144.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_012720	2.60E-48	155	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_012745	1.10E-29	94.3	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_012814	2.50E-08	25.3	0	Recombinase
DDE_Tnp_1	PF01609.21	SAGEDEP_012841	1.90E-21	67.6	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_012969	5.70E-29	92	1.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_012970	4.10E-26	82.7	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_012971	7.70E-36	114.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013060	1.10E-32	104.2	0.1	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_013062	1.10E-09	29.7	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_013079	2.30E-19	60.7	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_013148	7.90E-24	75.4	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_013148	4.80E-16	50.1	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_013150	2.70E-28	89.8	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013235	1.40E-33	107	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013242	6.80E-14	42.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013402	8.30E-13	39.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_013405	3.00E-09	27.8	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_013458	1.80E-37	119.6	2.6	"Resolvase, N terminal domain"
rve	PF00665.26	SAGEDEP_082683	3.70E-13	40.7	0.1	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_082717	1.30E-12	38.7	0.3	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082766	1.90E-15	48	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082820	3.30E-25	79.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082901	6.90E-21	65.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082937	8.20E-36	114.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082939	6.70E-35	111.3	0.4	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082969	2.40E-26	83.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_082970	1.80E-31	100.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_083088	1.50E-23	74.4	0.7	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_083185	8.80E-14	42.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_083227	1.90E-21	67.6	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_083407	9.50E-29	91.3	0	Phage integrase family
