Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MN553584,preVC_1949,Clustered,VC_1949_0,10,0.7855,1,2.597087665,0.7855,1
MN553585,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN553586,preVC_125,Clustered,VC_125_0,28,0.9122,1,3.804705222,0.9122,1
MN553587,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN553588,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN553589,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN562221,,Overlap (VC_2065/VC_2133),,,,,,,
MN562749,preVC_125,Clustered,VC_125_0,28,0.9122,1,3.804705222,0.9122,1
MN563783,,Overlap (VC_119/VC_120),,,,,,,
MN563784,preVC_129,Clustered,VC_129_0,10,0.4675,1,4.357078893,0.4675,1
MN563785,preVC_2321,Clustered,VC_2321_0,15,0.8815,1,4.45219365,0.8815,1
MN563793,preVC_65,Clustered,VC_65_0,10,0.8844,1,5.470418946,0.8844,1
MN564818,,Overlap (VC_119/VC_120),,,,,,,
MN580668,preVC_75,Clustered/Singleton,VC_75_21,1,0,1,0,0,1
MN584918,preVC_1857,Clustered,VC_1857_0,3,0.0868,0.99626073,8.640431133,0.0864,1
MN585130,preVC_1884,Clustered,VC_1884_0,64,0.9602,1,5.667492649,0.9602,1
MN585195,,Outlier,,,,,,,
MN585963,preVC_1988,Clustered,VC_1988_0,37,0.923,1,6.82593214,0.923,0.997
MN585964,preVC_176,Clustered,VC_176_0,20,0.9894,1,3.683169844,0.9894,1
MN585965,preVC_106,Clustered,VC_106_16,30,0.1684,1,7.74946127,0.1684,0.8759
MN585966,,Outlier,,,,,,,
MN585967,preVC_106,Clustered,VC_106_19,13,0.0437,1,8.333281068,0.0437,0.7564
MN585968,preVC_13,Clustered,VC_13_3,2,0.0152,0.95749638,4.242640687,0.0145,1
MN585969,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MN585970,preVC_90,Clustered,VC_90_38,2,0.0037,0.89525676,9,0.0033,0
MN585971,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN585972,preVC_1984,Clustered,VC_1984_0,7,0.9812,0.99995963,3.585277564,0.9812,1
MN585973,preVC_153,Clustered,VC_153_12,8,0.0626,1,8.260426026,0.0626,0.9643
MN585974,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN585975,preVC_153,Clustered/Singleton,VC_153_87,1,0,1,0,0,1
MN585976,preVC_90,Clustered,VC_90_32,3,0.0098,0.9985674,8.27080458,0.0098,1
MN585977,preVC_166,Clustered,VC_166_0,35,0.808,1,4.783092585,0.808,1
MN585978,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN585979,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN585980,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN585981,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MN585982,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN585983,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MN585984,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MN585985,preVC_90,Clustered,VC_90_29,3,0.0088,0.99693673,8.392721618,0.0088,1
MN585986,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN585987,preVC_153,Clustered,VC_153_64,5,0.0467,0.99999997,5.04516783,0.0467,1
MN585988,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN585989,preVC_12,Clustered,VC_12_0,5,0.0827,0.99999997,5.067848362,0.0827,1
MN585990,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN585991,preVC_90,Clustered,VC_90_17,6,0.0248,1,7.672840577,0.0248,0.8
MN585992,preVC_1844,Clustered,VC_1844_0,4,0.3842,0.99997362,2.844910385,0.3841,1
MN585993,,Overlap (VC_1841/VC_1842),,,,,,,
MN585994,preVC_14,Clustered,VC_14_0,31,0.8612,1,5.758434633,0.8612,1
MN585995,preVC_153,Clustered/Singleton,VC_153_39,1,0,1,0,0,1
MN585996,preVC_1280,Clustered,VC_1280_0,24,0.9648,1,5.49291902,0.9648,1
MN585997,preVC_90,Clustered,VC_90_21,2,0.004,0.94128293,9,0.0037,0
MN585998,preVC_13,Clustered,VC_13_7,32,0.4325,1,6.3649727,0.4325,1
MN585999,preVC_90,Clustered,VC_90_44,11,0.0506,1,8.479318724,0.0506,0.7273
MN586000,preVC_90,Clustered,VC_90_27,14,0.0626,1,8.28677223,0.0626,0.7912
MN586001,preVC_153,Clustered/Singleton,VC_153_20,1,0,1,0,0,1
MN586002,preVC_13,Clustered,VC_13_3,2,0.0152,0.95749638,4.242640687,0.0145,1
MN586003,preVC_490,Clustered,VC_490_0,7,0.3947,1,4.130162624,0.3947,1
MN586004,preVC_153,Clustered,VC_153_0,3,0.0278,0.99859456,0.942809042,0.0277,1
MN586005,preVC_153,Clustered,VC_153_64,5,0.0467,0.99999997,5.04516783,0.0467,1
MN586006,preVC_18,Clustered,VC_18_0,19,0.615,1,3.05291565,0.615,1
MN586007,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN586008,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN586009,preVC_1900,Clustered,VC_1900_0,55,0.8779,1,6.175647016,0.8779,0.9865
MN586010,preVC_2309,Clustered,VC_2309_0,65,1,1,3.064246085,1,1
MN586011,preVC_153,Clustered,VC_153_28,2,0.0136,0.95756106,3.741657387,0.013,1
MN586012,preVC_153,Clustered/Singleton,VC_153_42,1,0,1,0,0,1
MN586013,preVC_159,Clustered,VC_159_0,16,0.0961,1,8.198640772,0.0961,0.725
MN586014,preVC_1998,Clustered,VC_1998_0,6,0.9952,0.99996974,3.614270139,0.9952,1
MN586015,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN586016,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MN586017,preVC_159,Clustered,VC_159_6,26,0.1595,1,7.718989113,0.1595,0.9138
MN586018,preVC_1888,Clustered,VC_1888_0,17,0.3562,1,4.104430915,0.3562,1
MN586019,preVC_159,Clustered,VC_159_6,26,0.1595,1,7.718989113,0.1595,0.9138
MN586020,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN586021,preVC_1985,Clustered,VC_1985_0,2,0.2596,0.95236078,2.236067977,0.2472,1
MN586022,preVC_2374,Clustered,VC_2374_0,3,0.8124,0.96819872,3.036617642,0.7866,1
MN586023,preVC_1888,Clustered,VC_1888_0,17,0.3562,1,4.104430915,0.3562,1
MN586024,preVC_1843,Clustered,VC_1843_1,8,0.3428,1,3.325445261,0.3428,1
MN586025,preVC_36,Clustered,VC_36_0,10,0.1036,1,5.456082037,0.1036,1
MN586026,preVC_1999,Clustered,VC_1999_0,11,0.2896,1,6.029503736,0.2896,1
MN586027,preVC_2357,Clustered,VC_2357_0,2,0.7936,0.91813282,6.557438524,0.7286,1
MN586028,preVC_1999,Clustered,VC_1999_0,11,0.2896,1,6.029503736,0.2896,1
MN586029,preVC_154,Clustered,VC_154_1,2,0.0136,0.68405151,7.937253933,0.0093,1
MN586030,preVC_1889,Clustered,VC_1889_0,27,0.5438,1,3.944307973,0.5438,1
MN586031,preVC_1988,Clustered,VC_1988_0,37,0.923,1,6.82593214,0.923,0.997
MN586032,preVC_159,Clustered,VC_159_3,17,0.1012,1,7.281060069,0.1012,0.9926
MN586033,,Outlier,,,,,,,
MN586034,preVC_159,Clustered,VC_159_5,18,0.1016,1,7.62134711,0.1016,0.9281
MN586035,preVC_159,Clustered,VC_159_6,26,0.1595,1,7.718989113,0.1595,0.9138
MN586036,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN586037,preVC_159,Clustered,VC_159_5,18,0.1016,1,7.62134711,0.1016,0.9281
MN586038,preVC_162,Clustered,VC_162_0,15,0.3038,1,4.485706676,0.3038,1
MN586039,preVC_21,Clustered,VC_21_0,36,0.9196,1,4.576017294,0.9196,1
MN586040,,Overlap (VC_178/VC_180/VC_181/VC_182),,,,,,,
MN586041,preVC_159,Clustered,VC_159_6,26,0.1595,1,7.718989113,0.1595,0.9138
MN586042,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN586043,preVC_159,Clustered,VC_159_2,4,0.0165,0.99949652,8.400347079,0.0165,0.6667
MN586044,preVC_159,Clustered,VC_159_2,4,0.0165,0.99949652,8.400347079,0.0165,0.6667
MN586045,preVC_173,Clustered,VC_173_0,30,0.9225,1,1.070945327,0.9225,1
MN586046,preVC_173,Clustered,VC_173_0,30,0.9225,1,1.070945327,0.9225,1
MN586047,preVC_1999,Clustered,VC_1999_0,11,0.2896,1,6.029503736,0.2896,1
MN586048,preVC_160,Clustered,VC_160_0,74,0.943,1,5.364094199,0.943,1
MN586049,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN586050,preVC_159,Clustered,VC_159_6,26,0.1595,1,7.718989113,0.1595,0.9138
MN586051,preVC_159,Clustered,VC_159_3,17,0.1012,1,7.281060069,0.1012,0.9926
MN586052,preVC_1889,Clustered,VC_1889_0,27,0.5438,1,3.944307973,0.5438,1
MN586053,preVC_1992,Clustered,VC_1992_0,3,0.753,0.96819872,2.275763954,0.729,1
MN586054,preVC_1104,Clustered,VC_1104_0,30,0.823,1,5.583944049,0.823,0.8368
MN586055,preVC_1987,Clustered,VC_1987_0,19,0.437,1,4.508424629,0.437,1
MN586056,preVC_1104,Clustered,VC_1104_0,30,0.823,1,5.583944049,0.823,0.8368
MN586057,preVC_569,Clustered,VC_569_0,31,0.8908,1,6.032667806,0.8908,1
MN586058,preVC_106,Clustered,VC_106_19,13,0.0437,1,8.333281068,0.0437,0.7564
MN586059,preVC_1514,Clustered,VC_1514_0,25,0.8235,1,5.313503861,0.8235,1
MN586060,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MN586061,preVC_1976,Clustered,VC_1976_0,72,0.9762,1,5.85413847,0.9762,1
MN586062,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MN586063,preVC_161,Clustered,VC_161_0,28,0.6612,1,4.386201018,0.6612,1
MN592896,,Outlier,,,,,,,
MN592897,preVC_123,Clustered,VC_123_0,2,0.2679,0.94826234,6,0.254,1
MN602045,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN602266,preVC_2441,Clustered,VC_2441_0,2,0.9603,0.72985431,1.414213562,0.7009,1
MN602267,preVC_2441,Clustered,VC_2441_0,2,0.9603,0.72985431,1.414213562,0.7009,1
MN602268,preVC_2308,Clustered,VC_2308_0,2,0.241,0.88673362,5.291502622,0.2137,1
MN602881,,Outlier,,,,,,,
MN604053,preVC_333,Clustered,VC_333_0,11,0.4908,1,2.298342286,0.4908,1
MN604230,preVC_1881,Clustered,VC_1881_0,2,0.6085,0.93733875,1,0.5703,1
MN604238,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN604239,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN604407,preVC_1953,Clustered,VC_1953_0,6,0.2198,1,2.250249013,0.2198,1
MN604698,preVC_1881,Clustered,VC_1881_0,2,0.6085,0.93733875,1,0.5703,1
MN605466,,Outlier,,,,,,,
MN614471,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN615698,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN615699,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN615700,preVC_119,Clustered,VC_119_0,59,0.7924,1,7.621625637,0.7924,0.9287
MN615701,preVC_119,Clustered,VC_119_0,59,0.7924,1,7.621625637,0.7924,0.9287
MN615702,preVC_119,Clustered,VC_119_0,59,0.7924,1,7.621625637,0.7924,0.9287
MN617773,preVC_2442,Clustered,VC_2442_0,15,1,0,0.188561808,0,1
MN617835,,Overlap (VC_77/VC_118),,,,,,,
MN617840,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN617841,preVC_1888,Clustered,VC_1888_0,17,0.3562,1,4.104430915,0.3562,1
MN617842,preVC_1960,Clustered,VC_1960_0,37,0.9688,1,0.563247585,0.9688,1
MN617843,preVC_107,Clustered,VC_107_3,4,0.0606,0.99998592,7.909818603,0.0606,1
MN617844,preVC_1893,Clustered,VC_1893_0,31,0.7893,1,4.741018153,0.7893,1
MN617845,preVC_90,Clustered,VC_90_50,2,0.0046,0.95647309,8.485281374,0.0044,1
MN642089,preVC_2132,Clustered,VC_2132_2,4,0.1357,0.99993001,8.527428563,0.1357,0.6667
MN648195,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN651570,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN655998,preVC_2034,Clustered,VC_2034_0,17,0.9839,1,5.211398149,0.9839,1
MN655999,preVC_1951,Clustered,VC_1951_0,9,0.0682,1,7.751149743,0.0682,0.9444
MN656993,preVC_1874,Clustered,VC_1874_0,4,0.6156,0.99998042,3.876241101,0.6156,1
MN662249,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN685189,,Overlap (VC_1933/VC_1934),,,,,,,
MN685190,,Overlap (VC_1933/VC_1934),,,,,,,
MN685191,,Overlap (VC_1933/VC_1934),,,,,,,
MN688132,,Overlap (VC_26/VC_28),,,,,,,
MN689503,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689504,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689505,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689506,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689507,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689508,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689509,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN689510,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689511,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689512,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689513,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689514,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689515,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689516,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN689517,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689518,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689519,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689520,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689521,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN689522,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689523,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689524,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689525,preVC_8,Clustered,VC_8_0,61,0.6838,1,8.480850219,0.6838,0.7645
MN689526,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689527,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689528,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689529,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689530,preVC_67,Clustered,VC_67_0,10,0.6023,1,6.631781376,0.6023,1
MN689531,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689532,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689533,preVC_227,Clustered,VC_227_0,41,1,1,2.62311921,1,1
MN689778,preVC_2027,Clustered,VC_2027_0,13,0.8563,1,6.267656516,0.8563,1
MN689779,preVC_1896,Clustered,VC_1896_0,40,0.6755,1,4.778540881,0.6755,1
MN690600,preVC_2437,Clustered,VC_2437_0,3,0.3282,0.99554907,3.048350638,0.3267,1
MN692199,preVC_335,Clustered,VC_335_0,2,0.0633,0.95583499,1,0.0605,1
MN692200,,Outlier,,,,,,,
MN692672,preVC_2021,Clustered,VC_2021_0,19,0.9323,1,2.629608144,0.9323,1
MN692673,preVC_2082,Clustered,VC_2082_0,80,0.9282,1,5.081470372,0.9282,1
MN695334,preVC_1142,Clustered,VC_1142_0,2,0.1123,0.9535864,0,0.1071,1
MN695335,preVC_1142,Clustered,VC_1142_0,2,0.1123,0.9535864,0,0.1071,1
MN698239,preVC_1023,Clustered,VC_1023_0,2,0.4933,0.93973606,6.782329983,0.4636,1
MN698240,preVC_2338,Clustered,VC_2338_0,4,0.8559,0.99983781,6.11194988,0.8558,1
MN698241,preVC_1023,Clustered,VC_1023_0,2,0.4933,0.93973606,6.782329983,0.4636,1
MN698242,preVC_2336,Clustered,VC_2336_0,2,0.2991,0.95358151,1.414213562,0.2852,1
MN698243,preVC_2336,Clustered,VC_2336_0,2,0.2991,0.95358151,1.414213562,0.2852,1
MN698244,,Outlier,,,,,,,
MN698245,preVC_2338,Clustered,VC_2338_0,4,0.8559,0.99983781,6.11194988,0.8558,1
MN698246,preVC_2338,Clustered,VC_2338_0,4,0.8559,0.99983781,6.11194988,0.8558,1
MN698247,,Outlier,,,,,,,
MN698248,preVC_2338,Clustered,VC_2338_0,4,0.8559,0.99983781,6.11194988,0.8558,1
MN703405,preVC_18,Clustered,VC_18_0,19,0.615,1,3.05291565,0.615,1
MN703406,preVC_1889,Clustered,VC_1889_0,27,0.5438,1,3.944307973,0.5438,1
MN703407,preVC_1515,Clustered,VC_1515_0,2,0.1046,0.9551704,0,0.0999,1
MN703408,,Outlier,,,,,,,
MN703409,preVC_1982,Clustered,VC_1982_0,16,0.9841,1,5.129888022,0.9841,1
MN703410,preVC_1889,Clustered,VC_1889_0,27,0.5438,1,3.944307973,0.5438,1
MN703411,preVC_1964,Clustered,VC_1964_0,18,0.8977,1,2.891913438,0.8977,1
MN703412,preVC_1124,Clustered,VC_1124_0,20,0.6758,1,5.475747194,0.6758,1
MN703413,preVC_2105,Clustered,VC_2105_0,20,0.817,1,5.460958258,0.817,1
MN703414,preVC_1515,Clustered,VC_1515_0,2,0.1046,0.9551704,0,0.0999,1
MN703415,preVC_106,Clustered/Singleton,VC_106_10,1,0,1,0,0,1
MN709127,preVC_2034,Clustered,VC_2034_0,17,0.9839,1,5.211398149,0.9839,1
MN709128,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN710383,,Singleton,,,,,,,
MN715150,preVC_1912,Clustered,VC_1912_0,49,0.9991,1,4.775973754,0.9991,1
MN715356,preVC_1863,Clustered,VC_1863_0,25,0.9174,1,7.111134121,0.9174,0.8267
MN716856,preVC_75,Clustered/Singleton,VC_75_51,1,0,1,0,0,1
MN718199,preVC_6,Clustered/Singleton,VC_6_1,1,0,1,0,0,1
MN718463,,Outlier,,,,,,,
MN719123,preVC_2438,Clustered,VC_2438_0,7,0.9357,0.99999873,1.868551229,0.9357,1
MN722429,preVC_1919,Clustered,VC_1919_0,74,0.6885,1,7.392728016,0.6885,0.9741
MN723850,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN727882,preVC_1915,Clustered,VC_1915_0,13,0.6084,1,5.51030122,0.6084,1
MN728683,preVC_21,Clustered,VC_21_0,36,0.9196,1,4.576017294,0.9196,1
MN728684,preVC_1866,Clustered,VC_1866_0,99,0.7752,1,5.955679154,0.7752,0.9998
MN729595,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN729596,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN729597,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN729598,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN729599,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN729600,preVC_2036,Clustered,VC_2036_0,26,0.8433,1,3.468294117,0.8433,1
MN732867,preVC_1957,Clustered,VC_1957_0,2,0.0401,0.94986324,6.08276253,0.0381,1
MN732883,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN732896,,Singleton,,,,,,,
MN734436,preVC_1948,Clustered,VC_1948_0,9,0.763,1,3.888501959,0.763,1
MN734437,,Overlap (VC_1533/VC_1535),,,,,,,
MN734438,,Overlap (VC_1533/VC_1535),,,,,,,
MN734439,,Overlap (VC_1533/VC_1535),,,,,,,
MN735429,preVC_1976,Clustered,VC_1976_0,72,0.9762,1,5.85413847,0.9762,1
MN735430,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN735431,preVC_153,Clustered,VC_153_55,2,0.008,0.95675481,8.717797887,0.0077,1
MN735432,preVC_1937,Clustered,VC_1937_0,7,0.9551,1,2.953858029,0.9551,1
MN735433,preVC_153,Clustered,VC_153_46,15,0.145,1,7.610193364,0.145,0.8571
MN735434,preVC_178,Clustered/Singleton,VC_178_62,1,0,1,0,0,1
MN735435,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN737551,preVC_2082,Clustered,VC_2082_0,80,0.9282,1,5.081470372,0.9282,1
MN737622,preVC_2341,Clustered,VC_2341_0,2,1,1,4.123105626,1,1
MN746332,preVC_70,Clustered,VC_70_0,2,0.4049,0.95278279,2.449489743,0.3858,1
MN781108,preVC_117,Clustered,VC_117_0,8,0.1264,1,5.297544025,0.1264,1
MN781580,preVC_75,Clustered/Singleton,VC_75_81,1,0,1,0,0,1
MN781674,preVC_2056,Clustered,VC_2056_0,31,0.7886,1,4.701328251,0.7886,1
MN782535,preVC_243,Clustered,VC_243_0,21,0.9052,1,6.254503543,0.9052,0.8857
MN783016,preVC_1896,Clustered,VC_1896_0,40,0.6755,1,4.778540881,0.6755,1
MN788369,preVC_4,Clustered,VC_4_0,9,0.2277,1,2.936118443,0.2277,1
MN794000,preVC_1926,Clustered,VC_1926_0,34,0.8791,1,5.134392302,0.8791,1
MN794001,preVC_1926,Clustered,VC_1926_0,34,0.8791,1,5.134392302,0.8791,1
MN794002,preVC_1926,Clustered,VC_1926_0,34,0.8791,1,5.134392302,0.8791,1
MN794003,preVC_1926,Clustered,VC_1926_0,34,0.8791,1,5.134392302,0.8791,1
MN794232,preVC_127,Clustered,VC_127_1,3,0.1401,0.93576495,7.232994061,0.1311,1
MN794238,preVC_2133,Clustered,VC_2133_0,2,0.1228,0.94690412,2,0.1163,1
MN807240,preVC_2032,Clustered,VC_2032_0,7,0.6945,0.99999998,5.320725288,0.6945,1
MN807246,preVC_2136,Clustered,VC_2136_0,75,0.7687,1,6.228774074,0.7687,0.9989
MN807247,preVC_162,Clustered,VC_162_0,15,0.3038,1,4.485706676,0.3038,1
MN807248,preVC_166,Clustered,VC_166_0,35,0.808,1,4.783092585,0.808,1
MN807249,preVC_166,Clustered,VC_166_0,35,0.808,1,4.783092585,0.808,1
MN807250,preVC_166,Clustered,VC_166_0,35,0.808,1,4.783092585,0.808,1
MN807295,preVC_242,Clustered,VC_242_0,47,0.9508,1,4.176040589,0.9508,1
MN812203,preVC_2418,Clustered,VC_2418_0,10,0.9455,1,4.191349673,0.9455,1
MN812204,preVC_2418,Clustered,VC_2418_0,10,0.9455,1,4.191349673,0.9455,1
MN812205,preVC_2418,Clustered,VC_2418_0,10,0.9455,1,4.191349673,0.9455,1
MN812206,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812207,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812208,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812209,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812210,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812211,preVC_2416,Clustered,VC_2416_0,5,0.9828,0.99714335,4.599903333,0.98,1
MN812212,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812213,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812214,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812215,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812216,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812217,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812218,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812219,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812220,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812221,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812222,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812223,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812224,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812225,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812226,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812227,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812228,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812229,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812230,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812231,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812232,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812233,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812234,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812235,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812236,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812237,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812238,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812239,,Outlier,,,,,,,
MN812240,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
MN812241,preVC_2443,Clustered,VC_2443_0,34,0.9949,1,5.010295196,0.9949,1
